queryItem,stringId,ncbiTaxonId,preferredName,resolvedQuery,mappingSource,mappingPriority,node_label
SYC1,4932.YOR179C,4932,SYC1,SYC1,direct_string,1,SYC1
SYF1,4932.YDR416W,4932,SYF1,SYF1,direct_string,1,SYF1
SYF2,4932.YGR129W,4932,SYF2,SYF2,direct_string,1,SYF2
TAF1,4932.YGR274C,4932,TAF1,TAF1,direct_string,1,TAF1
TAF10,4932.YDR167W,4932,TAF10,TAF10,direct_string,1,TAF10
TAF11,4932.YML015C,4932,TAF11,TAF11,direct_string,1,TAF11
TAF12,4932.YDR145W,4932,TAF12,TAF12,direct_string,1,TAF12
TAF13,4932.YML098W,4932,TAF13,TAF13,direct_string,1,TAF13
TAF14,4932.YPL129W,4932,TAF14,TAF14,direct_string,1,TAF14
TAF2,4932.YCR042C,4932,TAF2,TAF2,direct_string,1,TAF2
TAF3,4932.YPL011C,4932,TAF3,TAF3,direct_string,1,TAF3
TAF4,4932.YMR005W,4932,TAF4,TAF4,direct_string,1,TAF4
TAF5,4932.YBR198C,4932,TAF5,TAF5,direct_string,1,TAF5
TAF6,4932.YGL112C,4932,TAF6,TAF6,direct_string,1,TAF6
TAF7,4932.YMR227C,4932,TAF7,TAF7,direct_string,1,TAF7
TAF8,4932.YML114C,4932,TAF8,TAF8,direct_string,1,TAF8
TAF9,4932.YMR236W,4932,TAF9,TAF9,direct_string,1,TAF9
TAP42,4932.YMR028W,4932,TAP42,TAP42,direct_string,1,TAP42
TCO89,4932.YPL180W,4932,TCO89,TCO89,direct_string,1,TCO89
TCP1,4932.YDR212W,4932,TCP1,TCP1,direct_string,1,TCP1
TEF1,4932.YPR080W,4932,TEF1,TEF1,direct_string,1,TEF1
TEF2,4932.YBR118W,4932,TEF2,TEF2,direct_string,1,TEF2
TEF4,4932.YKL081W,4932,TEF4,TEF4,direct_string,1,TEF4
TEX1,4932.YNL253W,4932,TEX1,TEX1,direct_string,1,TEX1
TFA1,4932.YKL028W,4932,TFA1,TFA1,direct_string,1,TFA1
TFA2,4932.YKR062W,4932,TFA2,TFA2,direct_string,1,TFA2
TFB1,4932.YDR311W,4932,TFB1,TFB1,direct_string,1,TFB1
TFB2,4932.YPL122C,4932,TFB2,TFB2,direct_string,1,TFB2
TFB3,4932.YDR460W,4932,TFB3,TFB3,direct_string,1,TFB3
TFB4,4932.YPR056W,4932,TFB4,TFB4,direct_string,1,TFB4
TFB5,4932.YDR079C-A,4932,TFB5,TFB5,direct_string,1,TFB5
TFC1,4932.YBR123C,4932,TFC1,TFC1,direct_string,1,TFC1
TFC3,4932.YAL001C,4932,TFC3,TFC3,direct_string,1,TFC3
TFC4,4932.YGR047C,4932,TFC4,TFC4,direct_string,1,TFC4
TFC6,4932.YDR362C,4932,TFC6,TFC6,direct_string,1,TFC6
TFC7,4932.YOR110W,4932,TFC7,TFC7,direct_string,1,TFC7
TFC8,4932.YPL007C,4932,TFC8,TFC8,direct_string,1,TFC8
TFG1,4932.YGR186W,4932,TFG1,TFG1,direct_string,1,TFG1
TFG2,4932.YGR005C,4932,TFG2,TFG2,direct_string,1,TFG2
RLR1,4932.YNL139C,4932,THO2,RLR1,direct_string,1,THO2
THP1,4932.YOL072W,4932,THP1,THP1,direct_string,1,THP1
THP2,4932.YHR167W,4932,THP2,THP2,direct_string,1,THP2
TIF1,4932.YKR059W,4932,TIF1,TIF1,direct_string,1,TIF1
TIF11,4932.YMR260C,4932,TIF11,TIF11,direct_string,1,TIF11
TIF34,4932.YMR146C,4932,TIF34,TIF34,direct_string,1,TIF34
TIF35,4932.YDR429C,4932,TIF35,TIF35,direct_string,1,TIF35
TIF4631,4932.YGR162W,4932,TIF4631,TIF4631,direct_string,1,TIF4631
TIF5,4932.YPR041W,4932,TIF5,TIF5,direct_string,1,TIF5
MRS11,4932.YHR005C-A,4932,TIM10,MRS11,direct_string,1,TIM10
TIM11,4932.YDR322C-A,4932,TIM11,TIM11,direct_string,1,TIM11
MRS5,4932.YBR091C,4932,TIM12,MRS5,direct_string,1,TIM12
TIM13,4932.YGR181W,4932,TIM13,TIM13,direct_string,1,TIM13
TIM17,4932.YJL143W,4932,TIM17,TIM17,direct_string,1,TIM17
TIM18,4932.YOR297C,4932,TIM18,TIM18,direct_string,1,TIM18
TIM21,4932.YGR033C,4932,TIM21,TIM21,direct_string,1,TIM21
TIM22,4932.YDL217C,4932,TIM22,TIM22,direct_string,1,TIM22
TIM23,4932.YNR017W,4932,TIM23,TIM23,direct_string,1,TIM23
TIM44,4932.YIL022W,4932,TIM44,TIM44,direct_string,1,TIM44
TIM50,4932.YPL063W,4932,TIM50,TIM50,direct_string,1,TIM50
TIM54,4932.YJL054W,4932,TIM54,TIM54,direct_string,1,TIM54
TIM8,4932.YJR135W-A,4932,TIM8,TIM8,direct_string,1,TIM8
TIM9,4932.YEL020W-A,4932,TIM9,TIM9,direct_string,1,TIM9
TIP20,4932.YGL145W,4932,TIP20,TIP20,direct_string,1,TIP20
TOA1,4932.YOR194C,4932,TOA1,TOA1,direct_string,1,TOA1
TOA2,4932.YKL058W,4932,TOA2,TOA2,direct_string,1,TOA2
TOF1,4932.YNL273W,4932,TOF1,TOF1,direct_string,1,TOF1
TOM20,4932.YGR082W,4932,TOM20,TOM20,direct_string,1,TOM20
TOM22,4932.YNL131W,4932,TOM22,TOM22,direct_string,1,TOM22
TOM40,4932.YMR203W,4932,TOM40,TOM40,direct_string,1,TOM40
TOM5,4932.YPR133W-A,4932,TOM5,TOM5,direct_string,1,TOM5
TOM6,4932.YOR045W,4932,TOM6,TOM6,direct_string,1,TOM6
TOM7,4932.YNL070W,4932,TOM7,TOM7,direct_string,1,TOM7
TOM70,4932.YNL121C,4932,TOM70,TOM70,direct_string,1,TOM70
TOP3,4932.YLR234W,4932,TOP3,TOP3,direct_string,1,TOP3
TOR1,4932.YJR066W,4932,TOR1,TOR1,direct_string,1,TOR1
TOR2,4932.YKL203C,4932,TOR2,TOR2,direct_string,1,TOR2
TPD3,4932.YAL016W,4932,TPD3,TPD3,direct_string,1,TPD3
TPK1,4932.YJL164C,4932,TPK1,TPK1,direct_string,1,TPK1
TPK2,4932.YPL203W,4932,TPK2,TPK2,direct_string,1,TPK2
TPK3,4932.YKL166C,4932,TPK3,TPK3,direct_string,1,TPK3
TPS1,4932.YBR126C,4932,TPS1,TPS1,direct_string,1,TPS1
TPS2,4932.YDR074W,4932,TPS2,TPS2,direct_string,1,TPS2
TPS3,4932.YMR261C,4932,TPS3,TPS3,direct_string,1,TPS3
TRA1,4932.YHR099W,4932,TRA1,TRA1,direct_string,1,TRA1
TRM11,4932.YOL124C,4932,TRM11,TRM11,direct_string,1,TRM11
TRM112,4932.YNR046W,4932,TRM112,TRM112,direct_string,1,TRM112
TRM8,4932.YDL201W,4932,TRM8,TRM8,direct_string,1,TRM8
TRM82,4932.YDR165W,4932,TRM82,TRM82,direct_string,1,TRM82
TRP2,4932.YER090W,4932,TRP2,TRP2,direct_string,1,TRP2
TRP3,4932.YKL211C,4932,TRP3,TRP3,direct_string,1,TRP3
TRS120,4932.YDR407C,4932,TRS120,TRS120,direct_string,1,TRS120
TRS130,4932.YMR218C,4932,TRS130,TRS130,direct_string,1,TRS130
TRS20,4932.YBR254C,4932,TRS20,TRS20,direct_string,1,TRS20
TRS23,4932.YDR246W,4932,TRS23,TRS23,direct_string,1,TRS23
TRS31,4932.YDR472W,4932,TRS31,TRS31,direct_string,1,TRS31
TRS33,4932.YOR115C,4932,TRS33,TRS33,direct_string,1,TRS33
KRE11,4932.YGR166W,4932,TRS65,KRE11,direct_string,1,TRS65
GSG1,4932.YDR108W,4932,TRS85,GSG1,direct_string,1,TRS85
TRX1,4932.YLR043C,4932,TRX1,TRX1,direct_string,1,TRX1
TSC11,4932.YER093C,4932,TSC11,TSC11,direct_string,1,TSC11
TSL1,4932.YML100W,4932,TSL1,TSL1,direct_string,1,TSL1
TUB1,4932.YML085C,4932,TUB1,TUB1,direct_string,1,TUB1
TUB2,4932.YFL037W,4932,TUB2,TUB2,direct_string,1,TUB2
TUB4,4932.YLR212C,4932,TUB4,TUB4,direct_string,1,TUB4
TUP1,4932.YCR084C,4932,TUP1,TUP1,direct_string,1,TUP1
UAF30,4932.YOR295W,4932,UAF30,UAF30,direct_string,1,UAF30
UBA2,4932.YDR390C,4932,UBA2,UBA2,direct_string,1,UBA2
UBA3,4932.YPR066W,4932,UBA3,UBA3,direct_string,1,UBA3
UBC13,4932.YDR092W,4932,UBC13,UBC13,direct_string,1,UBC13
UBP3,4932.YER151C,4932,UBP3,UBP3,direct_string,1,UBP3
UBP6,4932.YFR010W,4932,UBP6,UBP6,direct_string,1,UBP6
UBP8,4932.YMR223W,4932,UBP8,UBP8,direct_string,1,UBP8
UFD1,4932.YGR048W,4932,UFD1,UFD1,direct_string,1,UFD1
UFE1,4932.YOR075W,4932,UFE1,UFE1,direct_string,1,UFE1
UGO1,4932.YDR470C,4932,UGO1,UGO1,direct_string,1,UGO1
ULA1,4932.YPL003W,4932,ULA1,ULA1,direct_string,1,ULA1
UME1,4932.YPL139C,4932,UME1,UME1,direct_string,1,UME1
UME6,4932.YDR207C,4932,UME6,UME6,direct_string,1,UME6
UPF3,4932.YGR072W,4932,UPF3,UPF3,direct_string,1,UPF3
URB1,4932.YKL014C,4932,URB1,URB1,direct_string,1,URB1
URB2,4932.YJR041C,4932,URB2,URB2,direct_string,1,URB2
USA1,4932.YML029W,4932,USA1,USA1,direct_string,1,USA1
USE1,4932.YGL098W,4932,USE1,USE1,direct_string,1,USE1
UTP10,4932.YJL109C,4932,UTP10,UTP10,direct_string,1,UTP10
UTP13,4932.YLR222C,4932,UTP13,UTP13,direct_string,1,UTP13
UTP15,4932.YMR093W,4932,UTP15,UTP15,direct_string,1,UTP15
UTP18,4932.YJL069C,4932,UTP18,UTP18,direct_string,1,UTP18
UTP21,4932.YLR409C,4932,UTP21,UTP21,direct_string,1,UTP21
UTP22,4932.YGR090W,4932,UTP22,UTP22,direct_string,1,UTP22
UTP4,4932.YDR324C,4932,UTP4,UTP4,direct_string,1,UTP4
UTP6,4932.YDR449C,4932,UTP6,UTP6,direct_string,1,UTP6
UTP8,4932.YGR128C,4932,UTP8,UTP8,direct_string,1,UTP8
UTP9,4932.YHR196W,4932,UTP9,UTP9,direct_string,1,UTP9
VAC14,4932.YLR386W,4932,VAC14,VAC14,direct_string,1,VAC14
VAM3,4932.YOR106W,4932,VAM3,VAM3,direct_string,1,VAM3
VAM6,4932.YDL077C,4932,VAM6,VAM6,direct_string,1,VAM6
VAM7,4932.YGL212W,4932,VAM7,VAM7,direct_string,1,VAM7
VAN1,4932.YML115C,4932,VAN1,VAN1,direct_string,1,VAN1
VAR1,4932.Q0140,4932,VAR1,VAR1,direct_string,1,VAR1
VID24,4932.YBR105C,4932,VID24,VID24,direct_string,1,VID24
VID28,4932.YIL017C,4932,VID28,VID28,direct_string,1,VID28
VID30,4932.YGL227W,4932,VID30,VID30,direct_string,1,VID30
TFP1,4932.YDL185W,4932,VMA1,TFP1,direct_string,1,VMA1
VMA10,4932.YHR039C-A,4932,VMA10,VMA10,direct_string,1,VMA10
TFP3,4932.YPL234C,4932,VMA11,TFP3,direct_string,1,VMA11
VMA13,4932.YPR036W,4932,VMA13,VMA13,direct_string,1,VMA13
VMA2,4932.YBR127C,4932,VMA2,VMA2,direct_string,1,VMA2
VMA22,4932.YHR060W,4932,VMA22,VMA22,direct_string,1,VMA22
CUP5,4932.YEL027W,4932,VMA3,CUP5,direct_string,1,VMA3
VMA4,4932.YOR332W,4932,VMA4,VMA4,direct_string,1,VMA4
VMA5,4932.YKL080W,4932,VMA5,VMA5,direct_string,1,VMA5
VMA6,4932.YLR447C,4932,VMA6,VMA6,direct_string,1,VMA6
VMA7,4932.YGR020C,4932,VMA7,VMA7,direct_string,1,VMA7
VMA8,4932.YEL051W,4932,VMA8,VMA8,direct_string,1,VMA8
VPH1,4932.YOR270C,4932,VPH1,VPH1,direct_string,1,VPH1
VPH2,4932.YKL119C,4932,VPH2,VPH2,direct_string,1,VPH2
VPS15,4932.YBR097W,4932,VPS15,VPS15,direct_string,1,VPS15
VPS16,4932.YPL045W,4932,VPS16,VPS16,direct_string,1,VPS16
VPS17,4932.YOR132W,4932,VPS17,VPS17,direct_string,1,VPS17
VPS20,4932.YMR077C,4932,VPS20,VPS20,direct_string,1,VPS20
VPS24,4932.YKL041W,4932,VPS24,VPS24,direct_string,1,VPS24
VPS25,4932.YJR102C,4932,VPS25,VPS25,direct_string,1,VPS25
VPS27,4932.YNR006W,4932,VPS27,VPS27,direct_string,1,VPS27
VPS28,4932.YPL065W,4932,VPS28,VPS28,direct_string,1,VPS28
VPS29,4932.YHR012W,4932,VPS29,VPS29,direct_string,1,VPS29
VPS3,4932.YDR495C,4932,VPS3,VPS3,direct_string,1,VPS3
VPS30,4932.YPL120W,4932,VPS30,VPS30,direct_string,1,VPS30
VPS33,4932.YLR396C,4932,VPS33,VPS33,direct_string,1,VPS33
VPS34,4932.YLR240W,4932,VPS34,VPS34,direct_string,1,VPS34
VPS35,4932.YJL154C,4932,VPS35,VPS35,direct_string,1,VPS35
VPS36,4932.YLR417W,4932,VPS36,VPS36,direct_string,1,VPS36
VPS38,4932.YLR360W,4932,VPS38,VPS38,direct_string,1,VPS38
VPS41,4932.YDR080W,4932,VPS41,VPS41,direct_string,1,VPS41
VPS5,4932.YOR069W,4932,VPS5,VPS5,direct_string,1,VPS5
VPS51,4932.YKR020W,4932,VPS51,VPS51,direct_string,1,VPS51
VPS52,4932.YDR484W,4932,VPS52,VPS52,direct_string,1,VPS52
VPS53,4932.YJL029C,4932,VPS53,VPS53,direct_string,1,VPS53
VPS54,4932.YDR027C,4932,VPS54,VPS54,direct_string,1,VPS54
VPS64,4932.YDR200C,4932,VPS64,VPS64,direct_string,1,VPS64
VPS71,4932.YML041C,4932,VPS71,VPS71,direct_string,1,VPS71
VPS72,4932.YDR485C,4932,VPS72,VPS72,direct_string,1,VPS72
VPS75,4932.YNL246W,4932,VPS75,VPS75,direct_string,1,VPS75
VPS8,4932.YAL002W,4932,VPS8,VPS8,direct_string,1,VPS8
VTC1,4932.YER072W,4932,VTC1,VTC1,direct_string,1,VTC1
VTC2,4932.YFL004W,4932,VTC2,VTC2,direct_string,1,VTC2
VTC3,4932.YPL019C,4932,VTC3,VTC3,direct_string,1,VTC3
VTC4,4932.YJL012C,4932,VTC4,VTC4,direct_string,1,VTC4
WBP1,4932.YEL002C,4932,WBP1,WBP1,direct_string,1,WBP1
WHI2,4932.YOR043W,4932,WHI2,WHI2,direct_string,1,WHI2
XRS2,4932.YDR369C,4932,XRS2,XRS2,direct_string,1,XRS2
YAF9,4932.YNL107W,4932,YAF9,YAF9,direct_string,1,YAF9
YCG1,4932.YDR325W,4932,YCG1,YCG1,direct_string,1,YCG1
YCS4,4932.YLR272C,4932,YCS4,YCS4,direct_string,1,YCS4
YDJ1,4932.YNL064C,4932,YDJ1,YDJ1,direct_string,1,YDJ1
YDL176W,4932.YDL176W,4932,YDL176W,YDL176W,direct_string,1,YDL176W
YHC1,4932.YLR298C,4932,YHC1,YHC1,direct_string,1,YHC1
CSN12,4932.YJR084W,4932,YJR084W,CSN12,direct_string,1,YJR084W
YKE2,4932.YLR200W,4932,YKE2,YKE2,direct_string,1,YKE2
YKU70,4932.YMR284W,4932,YKU70,YKU70,direct_string,1,YKU70
YKU80,4932.YMR106C,4932,YKU80,YKU80,direct_string,1,YKU80
YME1,4932.YPR024W,4932,YME1,YME1,direct_string,1,YME1
YML6,4932.YML025C,4932,YML6,YML6,direct_string,1,YML6
YMR31,4932.YFR049W,4932,YMR31,YMR31,direct_string,1,YMR31
YNG1,4932.YOR064C,4932,YNG1,YNG1,direct_string,1,YNG1
YNG2,4932.YHR090C,4932,YNG2,YNG2,direct_string,1,YNG2
YOS9,4932.YDR057W,4932,YOS9,YOS9,direct_string,1,YOS9
YRA1,4932.YDR381W,4932,YRA1,YRA1,direct_string,1,YRA1
YSF3,4932.YNL138W-A,4932,YSF3,YSF3,direct_string,1,YSF3
YSH1,4932.YLR277C,4932,YSH1,YSH1,direct_string,1,YSH1
YTA12,4932.YMR089C,4932,YTA12,YTA12,direct_string,1,YTA12
YTH1,4932.YPR107C,4932,YTH1,YTH1,direct_string,1,YTH1
ZIP1,4932.YDR285W,4932,ZIP1,ZIP1,direct_string,1,ZIP1
ZIP2,4932.YGL249W,4932,ZIP2,ZIP2,direct_string,1,ZIP2
ZUO1,4932.YGR285C,4932,ZUO1,ZUO1,direct_string,1,ZUO1
