queryItem,stringId,ncbiTaxonId,preferredName,resolvedQuery,mappingSource,mappingPriority,node_label
NUP159,4932.YIL115C,4932,NUP159,NUP159,direct_string,1,NUP159
NUP170,4932.YBL079W,4932,NUP170,NUP170,direct_string,1,NUP170
NUP49,4932.YGL172W,4932,NUP49,NUP49,direct_string,1,NUP49
NUP53,4932.YMR153W,4932,NUP53,NUP53,direct_string,1,NUP53
NUP57,4932.YGR119C,4932,NUP57,NUP57,direct_string,1,NUP57
NUP82,4932.YJL061W,4932,NUP82,NUP82,direct_string,1,NUP82
NUP84,4932.YDL116W,4932,NUP84,NUP84,direct_string,1,NUP84
NUP85,4932.YJR042W,4932,NUP85,NUP85,direct_string,1,NUP85
NUT1,4932.YGL151W,4932,NUT1,NUT1,direct_string,1,NUT1
NUT2,4932.YPR168W,4932,NUT2,NUT2,direct_string,1,NUT2
NVJ1,4932.YHR195W,4932,NVJ1,NVJ1,direct_string,1,NVJ1
OAF1,4932.YAL051W,4932,OAF1,OAF1,direct_string,1,OAF1
OCA1,4932.YNL099C,4932,OCA1,OCA1,direct_string,1,OCA1
OCA2,4932.YNL056W,4932,OCA2,OCA2,direct_string,1,OCA2
YCR095C,4932.YCR095C,4932,OCA4,YCR095C,direct_string,1,OCA4
YHL029C,4932.YHL029C,4932,OCA5,YHL029C,direct_string,1,OCA5
YDR067C,4932.YDR067C,4932,OCA6,YDR067C,direct_string,1,OCA6
OKP1,4932.YGR179C,4932,OKP1,OKP1,direct_string,1,OKP1
OLI1,4932.Q0130,4932,OLI1,OLI1,direct_string,1,OLI1
ORC1,4932.YML065W,4932,ORC1,ORC1,direct_string,1,ORC1
ORC2,4932.YBR060C,4932,ORC2,ORC2,direct_string,1,ORC2
ORC3,4932.YLL004W,4932,ORC3,ORC3,direct_string,1,ORC3
ORC4,4932.YPR162C,4932,ORC4,ORC4,direct_string,1,ORC4
ORC5,4932.YNL261W,4932,ORC5,ORC5,direct_string,1,ORC5
ORC6,4932.YHR118C,4932,ORC6,ORC6,direct_string,1,ORC6
OST1,4932.YJL002C,4932,OST1,OST1,direct_string,1,OST1
OST2,4932.YOR103C,4932,OST2,OST2,direct_string,1,OST2
OST3,4932.YOR085W,4932,OST3,OST3,direct_string,1,OST3
OST4,4932.YDL232W,4932,OST4,OST4,direct_string,1,OST4
OST5,4932.YGL226C-A,4932,OST5,OST5,direct_string,1,OST5
OST6,4932.YML019W,4932,OST6,OST6,direct_string,1,OST6
PAC10,4932.YGR078C,4932,PAC10,PAC10,direct_string,1,PAC10
PAC11,4932.YDR488C,4932,PAC11,PAC11,direct_string,1,PAC11
PAF1,4932.YBR279W,4932,PAF1,PAF1,direct_string,1,PAF1
PAM16,4932.YJL104W,4932,PAM16,PAM16,direct_string,1,PAM16
PAM17,4932.YKR065C,4932,PAM17,PAM17,direct_string,1,PAM17
PAM18,4932.YLR008C,4932,PAM18,PAM18,direct_string,1,PAM18
PAN1,4932.YIR006C,4932,PAN1,PAN1,direct_string,1,PAN1
PAN2,4932.YGL094C,4932,PAN2,PAN2,direct_string,1,PAN2
PAN3,4932.YKL025C,4932,PAN3,PAN3,direct_string,1,PAN3
PAP1,4932.YKR002W,4932,PAP1,PAP1,direct_string,1,PAP1
PAP2,4932.YOL115W,4932,PAP2,PAP2,direct_string,1,PAP2
PBI2,4932.YNL015W,4932,PBI2,PBI2,direct_string,1,PBI2
PBP1,4932.YGR178C,4932,PBP1,PBP1,direct_string,1,PBP1
PCC1,4932.YKR095W-A,4932,PCC1,PCC1,direct_string,1,PCC1
PCF11,4932.YDR228C,4932,PCF11,PCF11,direct_string,1,PCF11
PCI8,4932.YIL071C,4932,PCI8,PCI8,direct_string,1,PCI8
PCL1,4932.YNL289W,4932,PCL1,PCL1,direct_string,1,PCL1
PCL10,4932.YGL134W,4932,PCL10,PCL10,direct_string,1,PCL10
PCL2,4932.YDL127W,4932,PCL2,PCL2,direct_string,1,PCL2
PCL8,4932.YPL219W,4932,PCL8,PCL8,direct_string,1,PCL8
PDA1,4932.YER178W,4932,PDA1,PDA1,direct_string,1,PDA1
PDB1,4932.YBR221C,4932,PDB1,PDB1,direct_string,1,PDB1
PDS1,4932.YDR113C,4932,PDS1,PDS1,direct_string,1,PDS1
PDX1,4932.YGR193C,4932,PDX1,PDX1,direct_string,1,PDX1
PEA2,4932.YER149C,4932,PEA2,PEA2,direct_string,1,PEA2
PEP3,4932.YLR148W,4932,PEP3,PEP3,direct_string,1,PEP3
PEP5,4932.YMR231W,4932,PEP5,PEP5,direct_string,1,PEP5
PEP8,4932.YJL053W,4932,PEP8,PEP8,direct_string,1,PEP8
PET123,4932.YOR158W,4932,PET123,PET123,direct_string,1,PET123
PET309,4932.YLR067C,4932,PET309,PET309,direct_string,1,PET309
PEX10,4932.YDR265W,4932,PEX10,PEX10,direct_string,1,PEX10
PEX12,4932.YMR026C,4932,PEX12,PEX12,direct_string,1,PEX12
PEX13,4932.YLR191W,4932,PEX13,PEX13,direct_string,1,PEX13
PEX14,4932.YGL153W,4932,PEX14,PEX14,direct_string,1,PEX14
PEX17,4932.YNL214W,4932,PEX17,PEX17,direct_string,1,PEX17
PEX2,4932.YJL210W,4932,PEX2,PEX2,direct_string,1,PEX2
PFD1,4932.YJL179W,4932,PFD1,PFD1,direct_string,1,PFD1
PFK1,4932.YGR240C,4932,PFK1,PFK1,direct_string,1,PFK1
PFK2,4932.YMR205C,4932,PFK2,PFK2,direct_string,1,PFK2
PFS2,4932.YNL317W,4932,PFS2,PFS2,direct_string,1,PFS2
PGD1,4932.YGL025C,4932,PGD1,PGD1,direct_string,1,PGD1
PHB1,4932.YGR132C,4932,PHB1,PHB1,direct_string,1,PHB1
PHB2,4932.YGR231C,4932,PHB2,PHB2,direct_string,1,PHB2
PHO23,4932.YNL097C,4932,PHO23,PHO23,direct_string,1,PHO23
PHO80,4932.YOL001W,4932,PHO80,PHO80,direct_string,1,PHO80
PHO85,4932.YPL031C,4932,PHO85,PHO85,direct_string,1,PHO85
PIL1,4932.YGR086C,4932,PIL1,PIL1,direct_string,1,PIL1
PIP2,4932.YOR363C,4932,PIP2,PIP2,direct_string,1,PIP2
PKP1,4932.YIL042C,4932,PKP1,PKP1,direct_string,1,PKP1
PML1,4932.YLR016C,4932,PML1,PML1,direct_string,1,PML1
PMS1,4932.YNL082W,4932,PMS1,PMS1,direct_string,1,PMS1
PMT1,4932.YDL095W,4932,PMT1,PMT1,direct_string,1,PMT1
PMT2,4932.YAL023C,4932,PMT2,PMT2,direct_string,1,PMT2
PMT3,4932.YOR321W,4932,PMT3,PMT3,direct_string,1,PMT3
PMT5,4932.YDL093W,4932,PMT5,PMT5,direct_string,1,PMT5
PNG1,4932.YPL096W,4932,PNG1,PNG1,direct_string,1,PNG1
POB3,4932.YML069W,4932,POB3,POB3,direct_string,1,POB3
POL1,4932.YNL102W,4932,POL1,POL1,direct_string,1,POL1
POL12,4932.YBL035C,4932,POL12,POL12,direct_string,1,POL12
POL2,4932.YNL262W,4932,POL2,POL2,direct_string,1,POL2
POL3,4932.YDL102W,4932,POL3,POL3,direct_string,1,POL3
POL31,4932.YJR006W,4932,POL31,POL31,direct_string,1,POL31
POL32,4932.YJR043C,4932,POL32,POL32,direct_string,1,POL32
POL5,4932.YEL055C,4932,POL5,POL5,direct_string,1,POL5
POP1,4932.YNL221C,4932,POP1,POP1,direct_string,1,POP1
POP2,4932.YNR052C,4932,POP2,POP2,direct_string,1,POP2
POP3,4932.YNL282W,4932,POP3,POP3,direct_string,1,POP3
POP4,4932.YBR257W,4932,POP4,POP4,direct_string,1,POP4
POP5,4932.YAL033W,4932,POP5,POP5,direct_string,1,POP5
POP6,4932.YGR030C,4932,POP6,POP6,direct_string,1,POP6
POP7,4932.YBR167C,4932,POP7,POP7,direct_string,1,POP7
POP8,4932.YBL018C,4932,POP8,POP8,direct_string,1,POP8
PPE1,4932.YHR075C,4932,PPE1,PPE1,direct_string,1,PPE1
PPH21,4932.YDL134C,4932,PPH21,PPH21,direct_string,1,PPH21
PPH3,4932.YDR075W,4932,PPH3,PPH3,direct_string,1,PPH3
PRE1,4932.YER012W,4932,PRE1,PRE1,direct_string,1,PRE1
PRE10,4932.YOR362C,4932,PRE10,PRE10,direct_string,1,PRE10
PRE2,4932.YPR103W,4932,PRE2,PRE2,direct_string,1,PRE2
PRE3,4932.YJL001W,4932,PRE3,PRE3,direct_string,1,PRE3
PRE4,4932.YFR050C,4932,PRE4,PRE4,direct_string,1,PRE4
PRE5,4932.YMR314W,4932,PRE5,PRE5,direct_string,1,PRE5
PRE6,4932.YOL038W,4932,PRE6,PRE6,direct_string,1,PRE6
PRE7,4932.YBL041W,4932,PRE7,PRE7,direct_string,1,PRE7
PRE8,4932.YML092C,4932,PRE8,PRE8,direct_string,1,PRE8
PRE9,4932.YGR135W,4932,PRE9,PRE9,direct_string,1,PRE9
PRI1,4932.YIR008C,4932,PRI1,PRI1,direct_string,1,PRI1
PRI2,4932.YKL045W,4932,PRI2,PRI2,direct_string,1,PRI2
PRP11,4932.YDL043C,4932,PRP11,PRP11,direct_string,1,PRP11
PRP18,4932.YGR006W,4932,PRP18,PRP18,direct_string,1,PRP18
PRP19,4932.YLL036C,4932,PRP19,PRP19,direct_string,1,PRP19
PRP21,4932.YJL203W,4932,PRP21,PRP21,direct_string,1,PRP21
PRP24,4932.YMR268C,4932,PRP24,PRP24,direct_string,1,PRP24
PRP28,4932.YDR243C,4932,PRP28,PRP28,direct_string,1,PRP28
PRP3,4932.YDR473C,4932,PRP3,PRP3,direct_string,1,PRP3
PRP31,4932.YGR091W,4932,PRP31,PRP31,direct_string,1,PRP31
PRP38,4932.YGR075C,4932,PRP38,PRP38,direct_string,1,PRP38
PRP39,4932.YML046W,4932,PRP39,PRP39,direct_string,1,PRP39
PRP4,4932.YPR178W,4932,PRP4,PRP4,direct_string,1,PRP4
PRP40,4932.YKL012W,4932,PRP40,PRP40,direct_string,1,PRP40
PRP42,4932.YDR235W,4932,PRP42,PRP42,direct_string,1,PRP42
PRP43,4932.YGL120C,4932,PRP43,PRP43,direct_string,1,PRP43
PRP6,4932.YBR055C,4932,PRP6,PRP6,direct_string,1,PRP6
PRP8,4932.YHR165C,4932,PRP8,PRP8,direct_string,1,PRP8
PRP9,4932.YDL030W,4932,PRP9,PRP9,direct_string,1,PRP9
PRT1,4932.YOR361C,4932,PRT1,PRT1,direct_string,1,PRT1
PSF1,4932.YDR013W,4932,PSF1,PSF1,direct_string,1,PSF1
PSF2,4932.YJL072C,4932,PSF2,PSF2,direct_string,1,PSF2
PSF3,4932.YOL146W,4932,PSF3,PSF3,direct_string,1,PSF3
PSR1,4932.YLL010C,4932,PSR1,PSR1,direct_string,1,PSR1
PSY2,4932.YNL201C,4932,PSY2,PSY2,direct_string,1,PSY2
PSY4,4932.YBL046W,4932,PSY4,PSY4,direct_string,1,PSY4
PTA1,4932.YAL043C,4932,PTA1,PTA1,direct_string,1,PTA1
PTC5,4932.YOR090C,4932,PTC5,PTC5,direct_string,1,PTC5
PTI1,4932.YGR156W,4932,PTI1,PTI1,direct_string,1,PTI1
PUP1,4932.YOR157C,4932,PUP1,PUP1,direct_string,1,PUP1
PUP2,4932.YGR253C,4932,PUP2,PUP2,direct_string,1,PUP2
PUP3,4932.YER094C,4932,PUP3,PUP3,direct_string,1,PUP3
PWP2,4932.YCR057C,4932,PWP2,PWP2,direct_string,1,PWP2
PXA1,4932.YPL147W,4932,PXA1,PXA1,direct_string,1,PXA1
PXA2,4932.YKL188C,4932,PXA2,PXA2,direct_string,1,PXA2
QCR10,4932.YHR001W-A,4932,QCR10,QCR10,direct_string,1,QCR10
QCR2,4932.YPR191W,4932,QCR2,QCR2,direct_string,1,QCR2
QCR6,4932.YFR033C,4932,QCR6,QCR6,direct_string,1,QCR6
QCR7,4932.YDR529C,4932,QCR7,QCR7,direct_string,1,QCR7
QCR8,4932.YJL166W,4932,QCR8,QCR8,direct_string,1,QCR8
QCR9,4932.YGR183C,4932,QCR9,QCR9,direct_string,1,QCR9
RAD1,4932.YPL022W,4932,RAD1,RAD1,direct_string,1,RAD1
RAD10,4932.YML095C,4932,RAD10,RAD10,direct_string,1,RAD10
RAD14,4932.YMR201C,4932,RAD14,RAD14,direct_string,1,RAD14
RAD16,4932.YBR114W,4932,RAD16,RAD16,direct_string,1,RAD16
RAD17,4932.YOR368W,4932,RAD17,RAD17,direct_string,1,RAD17
RAD18,4932.YCR066W,4932,RAD18,RAD18,direct_string,1,RAD18
RAD2,4932.YGR258C,4932,RAD2,RAD2,direct_string,1,RAD2
RAD23,4932.YEL037C,4932,RAD23,RAD23,direct_string,1,RAD23
RAD24,4932.YER173W,4932,RAD24,RAD24,direct_string,1,RAD24
RAD26,4932.YJR035W,4932,RAD26,RAD26,direct_string,1,RAD26
RAD3,4932.YER171W,4932,RAD3,RAD3,direct_string,1,RAD3
RAD4,4932.YER162C,4932,RAD4,RAD4,direct_string,1,RAD4
RAD50,4932.YNL250W,4932,RAD50,RAD50,direct_string,1,RAD50
RAD53,4932.YPL153C,4932,RAD53,RAD53,direct_string,1,RAD53
RAD55,4932.YDR076W,4932,RAD55,RAD55,direct_string,1,RAD55
RAD57,4932.YDR004W,4932,RAD57,RAD57,direct_string,1,RAD57
RAD6,4932.YGL058W,4932,RAD6,RAD6,direct_string,1,RAD6
RAD7,4932.YJR052W,4932,RAD7,RAD7,direct_string,1,RAD7
RAI1,4932.YGL246C,4932,RAI1,RAI1,direct_string,1,RAI1
RAM1,4932.YDL090C,4932,RAM1,RAM1,direct_string,1,RAM1
RAM2,4932.YKL019W,4932,RAM2,RAM2,direct_string,1,RAM2
RAT1,4932.YOR048C,4932,RAT1,RAT1,direct_string,1,RAT1
RAV1,4932.YJR033C,4932,RAV1,RAV1,direct_string,1,RAV1
RAV2,4932.YDR202C,4932,RAV2,RAV2,direct_string,1,RAV2
RCO1,4932.YMR075W,4932,RCO1,RCO1,direct_string,1,RCO1
RDS3,4932.YPR094W,4932,RDS3,RDS3,direct_string,1,RDS3
REC102,4932.YLR329W,4932,REC102,REC102,direct_string,1,REC102
REC104,4932.YHR157W,4932,REC104,REC104,direct_string,1,REC104
REC8,4932.YPR007C,4932,REC8,REC8,direct_string,1,REC8
RED1,4932.YLR263W,4932,RED1,RED1,direct_string,1,RED1
REF2,4932.YDR195W,4932,REF2,REF2,direct_string,1,REF2
REG1,4932.YDR028C,4932,REG1,REG1,direct_string,1,REG1
REG2,4932.YBR050C,4932,REG2,REG2,direct_string,1,REG2
RET1,4932.YOR207C,4932,RET1,RET1,direct_string,1,RET1
RET2,4932.YFR051C,4932,RET2,RET2,direct_string,1,RET2
RET3,4932.YPL010W,4932,RET3,RET3,direct_string,1,RET3
REV1,4932.YOR346W,4932,REV1,REV1,direct_string,1,REV1
REV3,4932.YPL167C,4932,REV3,REV3,direct_string,1,REV3
REV7,4932.YIL139C,4932,REV7,REV7,direct_string,1,REV7
RFA1,4932.YAR007C,4932,RFA1,RFA1,direct_string,1,RFA1
RFA2,4932.YNL312W,4932,RFA2,RFA2,direct_string,1,RFA2
RFA3,4932.YJL173C,4932,RFA3,RFA3,direct_string,1,RFA3
RFC1,4932.YOR217W,4932,RFC1,RFC1,direct_string,1,RFC1
RFC2,4932.YJR068W,4932,RFC2,RFC2,direct_string,1,RFC2
RFC3,4932.YNL290W,4932,RFC3,RFC3,direct_string,1,RFC3
RFC4,4932.YOL094C,4932,RFC4,RFC4,direct_string,1,RFC4
RFC5,4932.YBR087W,4932,RFC5,RFC5,direct_string,1,RFC5
RFM1,4932.YOR279C,4932,RFM1,RFM1,direct_string,1,RFM1
RGP1,4932.YDR137W,4932,RGP1,RGP1,direct_string,1,RGP1
RGR1,4932.YLR071C,4932,RGR1,RGR1,direct_string,1,RGR1
RHO1,4932.YPR165W,4932,RHO1,RHO1,direct_string,1,RHO1
RIC1,4932.YLR039C,4932,RIC1,RIC1,direct_string,1,RIC1
RIP1,4932.YEL024W,4932,RIP1,RIP1,direct_string,1,RIP1
RIX1,4932.YHR197W,4932,RIX1,RIX1,direct_string,1,RIX1
RLF2,4932.YPR018W,4932,RLF2,RLF2,direct_string,1,RLF2
RMD5,4932.YDR255C,4932,RMD5,RMD5,direct_string,1,RMD5
RMI1,4932.YPL024W,4932,RMI1,RMI1,direct_string,1,RMI1
RML2,4932.YEL050C,4932,RML2,RML2,direct_string,1,RML2
RMP1,4932.YLR145W,4932,RMP1,RMP1,direct_string,1,RMP1
RNA14,4932.YMR061W,4932,RNA14,RNA14,direct_string,1,RNA14
RNA15,4932.YGL044C,4932,RNA15,RNA15,direct_string,1,RNA15
RNH201,4932.YNL072W,4932,RNH201,RNH201,direct_string,1,RNH201
RNH202,4932.YDR279W,4932,RNH202,RNH202,direct_string,1,RNH202
RNH203,4932.YLR154C,4932,RNH203,RNH203,direct_string,1,RNH203
RNR1,4932.YER070W,4932,RNR1,RNR1,direct_string,1,RNR1
RNR2,4932.YJL026W,4932,RNR2,RNR2,direct_string,1,RNR2
RNR4,4932.YGR180C,4932,RNR4,RNR4,direct_string,1,RNR4
ROT2,4932.YBR229C,4932,ROT2,ROT2,direct_string,1,ROT2
ROX3,4932.YBL093C,4932,ROX3,ROX3,direct_string,1,ROX3
RPA12,4932.YJR063W,4932,RPA12,RPA12,direct_string,1,RPA12
RPA135,4932.YPR010C,4932,RPA135,RPA135,direct_string,1,RPA135
RPA14,4932.YDR156W,4932,RPA14,RPA14,direct_string,1,RPA14
RPA190,4932.YOR341W,4932,RPA190,RPA190,direct_string,1,RPA190
RPA34,4932.YJL148W,4932,RPA34,RPA34,direct_string,1,RPA34
RPA43,4932.YOR340C,4932,RPA43,RPA43,direct_string,1,RPA43
RPA49,4932.YNL248C,4932,RPA49,RPA49,direct_string,1,RPA49
RPB10,4932.YOR210W,4932,RPB10,RPB10,direct_string,1,RPB10
RPB11,4932.YOL005C,4932,RPB11,RPB11,direct_string,1,RPB11
RPB2,4932.YOR151C,4932,RPB2,RPB2,direct_string,1,RPB2
RPB3,4932.YIL021W,4932,RPB3,RPB3,direct_string,1,RPB3
RPB4,4932.YJL140W,4932,RPB4,RPB4,direct_string,1,RPB4
RPB5,4932.YBR154C,4932,RPB5,RPB5,direct_string,1,RPB5
RPB7,4932.YDR404C,4932,RPB7,RPB7,direct_string,1,RPB7
RPB8,4932.YOR224C,4932,RPB8,RPB8,direct_string,1,RPB8
RPB9,4932.YGL070C,4932,RPB9,RPB9,direct_string,1,RPB9
RPC10,4932.YHR143W-A,4932,RPC10,RPC10,direct_string,1,RPC10
RPC11,4932.YDR045C,4932,RPC11,RPC11,direct_string,1,RPC11
RPC17,4932.YJL011C,4932,RPC17,RPC17,direct_string,1,RPC17
RPC19,4932.YNL113W,4932,RPC19,RPC19,direct_string,1,RPC19
RPC25,4932.YKL144C,4932,RPC25,RPC25,direct_string,1,RPC25
RPC31,4932.YNL151C,4932,RPC31,RPC31,direct_string,1,RPC31
RPC34,4932.YNR003C,4932,RPC34,RPC34,direct_string,1,RPC34
RPC37,4932.YKR025W,4932,RPC37,RPC37,direct_string,1,RPC37
RPC40,4932.YPR110C,4932,RPC40,RPC40,direct_string,1,RPC40
RPC53,4932.YDL150W,4932,RPC53,RPC53,direct_string,1,RPC53
RPC82,4932.YPR190C,4932,RPC82,RPC82,direct_string,1,RPC82
RPD3,4932.YNL330C,4932,RPD3,RPD3,direct_string,1,RPD3
RPG1,4932.YBR079C,4932,RPG1,RPG1,direct_string,1,RPG1
RPL10,4932.YLR075W,4932,RPL10,RPL10,direct_string,1,RPL10
RPL11A,4932.YPR102C,4932,RPL11A,RPL11A,direct_string,1,RPL11A
RPL11B,4932.YGR085C,4932,RPL11B,RPL11B,direct_string,1,RPL11B
RPL12A,4932.YEL054C,4932,RPL12A,RPL12A,direct_string,1,RPL12A
RPL12B,4932.YDR418W,4932,RPL12B,RPL12B,direct_string,1,RPL12B
RPL13A,4932.YDL082W,4932,RPL13A,RPL13A,direct_string,1,RPL13A
RPL13B,4932.YMR142C,4932,RPL13B,RPL13B,direct_string,1,RPL13B
RPL14A,4932.YKL006W,4932,RPL14A,RPL14A,direct_string,1,RPL14A
RPL14B,4932.YHL001W,4932,RPL14B,RPL14B,direct_string,1,RPL14B
RPL15A,4932.YLR029C,4932,RPL15A,RPL15A,direct_string,1,RPL15A
RPL15B,4932.YMR121C,4932,RPL15B,RPL15B,direct_string,1,RPL15B
RPL16A,4932.YIL133C,4932,RPL16A,RPL16A,direct_string,1,RPL16A
RPL16B,4932.YNL069C,4932,RPL16B,RPL16B,direct_string,1,RPL16B
RPL17A,4932.YKL180W,4932,RPL17A,RPL17A,direct_string,1,RPL17A
RPL17B,4932.YJL177W,4932,RPL17B,RPL17B,direct_string,1,RPL17B
RPL18A,4932.YOL120C,4932,RPL18A,RPL18A,direct_string,1,RPL18A
RPL18B,4932.YNL301C,4932,RPL18B,RPL18B,direct_string,1,RPL18B
RPL19A,4932.YBR084C-A,4932,RPL19A,RPL19A,direct_string,1,RPL19A
RPL19B,4932.YBL027W,4932,RPL19B,RPL19B,direct_string,1,RPL19B
RPL1A,4932.YPL220W,4932,RPL1A,RPL1A,direct_string,1,RPL1A
RPL1B,4932.YGL135W,4932,RPL1B,RPL1B,direct_string,1,RPL1B
RPL20A,4932.YMR242C,4932,RPL20A,RPL20A,direct_string,1,RPL20A
RPL20B,4932.YOR312C,4932,RPL20B,RPL20B,direct_string,1,RPL20B
RPL21A,4932.YBR191W,4932,RPL21A,RPL21A,direct_string,1,RPL21A
RPL21B,4932.YPL079W,4932,RPL21B,RPL21B,direct_string,1,RPL21B
RPL22A,4932.YLR061W,4932,RPL22A,RPL22A,direct_string,1,RPL22A
RPL22B,4932.YFL034C-A,4932,RPL22B,RPL22B,direct_string,1,RPL22B
RPL23A,4932.YBL087C,4932,RPL23A,RPL23A,direct_string,1,RPL23A
RPL23B,4932.YER117W,4932,RPL23B,RPL23B,direct_string,1,RPL23B
RPL24A,4932.YGL031C,4932,RPL24A,RPL24A,direct_string,1,RPL24A
RPL24B,4932.YGR148C,4932,RPL24B,RPL24B,direct_string,1,RPL24B
RPL25,4932.YOL127W,4932,RPL25,RPL25,direct_string,1,RPL25
RPL26A,4932.YLR344W,4932,RPL26A,RPL26A,direct_string,1,RPL26A
RPL26B,4932.YGR034W,4932,RPL26B,RPL26B,direct_string,1,RPL26B
RPL27A,4932.YHR010W,4932,RPL27A,RPL27A,direct_string,1,RPL27A
RPL27B,4932.YDR471W,4932,RPL27B,RPL27B,direct_string,1,RPL27B
RPL28,4932.YGL103W,4932,RPL28,RPL28,direct_string,1,RPL28
RPL29,4932.YFR032C-A,4932,RPL29,RPL29,direct_string,1,RPL29
RPL2A,4932.YFR031C-A,4932,RPL2A,RPL2A,direct_string,1,RPL2A
RPL2B,4932.YIL018W,4932,RPL2B,RPL2B,direct_string,1,RPL2B
RPL3,4932.YOR063W,4932,RPL3,RPL3,direct_string,1,RPL3
RPL30,4932.YGL030W,4932,RPL30,RPL30,direct_string,1,RPL30
RPL31A,4932.YDL075W,4932,RPL31A,RPL31A,direct_string,1,RPL31A
RPL31B,4932.YLR406C,4932,RPL31B,RPL31B,direct_string,1,RPL31B
RPL32,4932.YBL092W,4932,RPL32,RPL32,direct_string,1,RPL32
RPL33A,4932.YPL143W,4932,RPL33A,RPL33A,direct_string,1,RPL33A
RPL33B,4932.YOR234C,4932,RPL33B,RPL33B,direct_string,1,RPL33B
RPL34A,4932.YER056C-A,4932,RPL34A,RPL34A,direct_string,1,RPL34A
RPL34B,4932.YIL052C,4932,RPL34B,RPL34B,direct_string,1,RPL34B
RPL35A,4932.YDL191W,4932,RPL35A,RPL35A,direct_string,1,RPL35A
RPL35B,4932.YDL136W,4932,RPL35B,RPL35B,direct_string,1,RPL35B
RPL36A,4932.YMR194W,4932,RPL36A,RPL36A,direct_string,1,RPL36A
RPL36B,4932.YPL249C-A,4932,RPL36B,RPL36B,direct_string,1,RPL36B
RPL37A,4932.YLR185W,4932,RPL37A,RPL37A,direct_string,1,RPL37A
RPL37B,4932.YDR500C,4932,RPL37B,RPL37B,direct_string,1,RPL37B
RPL38,4932.YLR325C,4932,RPL38,RPL38,direct_string,1,RPL38
RPL39,4932.YJL189W,4932,RPL39,RPL39,direct_string,1,RPL39
RPL40A,4932.YIL148W,4932,RPL40A,RPL40A,direct_string,1,RPL40A
RPL40B,4932.YKR094C,4932,RPL40B,RPL40B,direct_string,1,RPL40B
RPL41A,4932.YDL184C,4932,RPL41A,RPL41A,direct_string,1,RPL41A
RPL41B,4932.YDL133C-A,4932,RPL41B,RPL41B,direct_string,1,RPL41B
RPL42A,4932.YNL162W,4932,RPL42A,RPL42A,direct_string,1,RPL42A
RPL42B,4932.YHR141C,4932,RPL42B,RPL42B,direct_string,1,RPL42B
RPL43A,4932.YPR043W,4932,RPL43A,RPL43A,direct_string,1,RPL43A
RPL43B,4932.YJR094W-A,4932,RPL43B,RPL43B,direct_string,1,RPL43B
RPL4A,4932.YBR031W,4932,RPL4A,RPL4A,direct_string,1,RPL4A
RPL4B,4932.YDR012W,4932,RPL4B,RPL4B,direct_string,1,RPL4B
RPL5,4932.YPL131W,4932,RPL5,RPL5,direct_string,1,RPL5
RPL6A,4932.YML073C,4932,RPL6A,RPL6A,direct_string,1,RPL6A
RPL6B,4932.YLR448W,4932,RPL6B,RPL6B,direct_string,1,RPL6B
RPL7A,4932.YGL076C,4932,RPL7A,RPL7A,direct_string,1,RPL7A
RPL7B,4932.YPL198W,4932,RPL7B,RPL7B,direct_string,1,RPL7B
RPL8A,4932.YHL033C,4932,RPL8A,RPL8A,direct_string,1,RPL8A
RPL8B,4932.YLL045C,4932,RPL8B,RPL8B,direct_string,1,RPL8B
RPL9A,4932.YGL147C,4932,RPL9A,RPL9A,direct_string,1,RPL9A
RPL9B,4932.YNL067W,4932,RPL9B,RPL9B,direct_string,1,RPL9B
RPN1,4932.YHR027C,4932,RPN1,RPN1,direct_string,1,RPN1
RPN10,4932.YHR200W,4932,RPN10,RPN10,direct_string,1,RPN10
RPN11,4932.YFR004W,4932,RPN11,RPN11,direct_string,1,RPN11
RPN12,4932.YFR052W,4932,RPN12,RPN12,direct_string,1,RPN12
RPN13,4932.YLR421C,4932,RPN13,RPN13,direct_string,1,RPN13
RPN2,4932.YIL075C,4932,RPN2,RPN2,direct_string,1,RPN2
RPN3,4932.YER021W,4932,RPN3,RPN3,direct_string,1,RPN3
RPN5,4932.YDL147W,4932,RPN5,RPN5,direct_string,1,RPN5
RPN6,4932.YDL097C,4932,RPN6,RPN6,direct_string,1,RPN6
RPN7,4932.YPR108W,4932,RPN7,RPN7,direct_string,1,RPN7
RPN8,4932.YOR261C,4932,RPN8,RPN8,direct_string,1,RPN8
RPN9,4932.YDR427W,4932,RPN9,RPN9,direct_string,1,RPN9
RPO21,4932.YDL140C,4932,RPO21,RPO21,direct_string,1,RPO21
RPO26,4932.YPR187W,4932,RPO26,RPO26,direct_string,1,RPO26
RPO31,4932.YOR116C,4932,RPO31,RPO31,direct_string,1,RPO31
RPP0,4932.YLR340W,4932,RPP0,RPP0,direct_string,1,RPP0
RPP1,4932.YHR062C,4932,RPP1,RPP1,direct_string,1,RPP1
RPP1A,4932.YDL081C,4932,RPP1A,RPP1A,direct_string,1,RPP1A
RPP1B,4932.YDL130W,4932,RPP1B,RPP1B,direct_string,1,RPP1B
RPP2A,4932.YOL039W,4932,RPP2A,RPP2A,direct_string,1,RPP2A
RPP2B,4932.YDR382W,4932,RPP2B,RPP2B,direct_string,1,RPP2B
RPR2,4932.YIR015W,4932,RPR2,RPR2,direct_string,1,RPR2
RPS0A,4932.YGR214W,4932,RPS0A,RPS0A,direct_string,1,RPS0A
